,a1,a2,a3,a4,f1,f2,f3,f4,l1,l2,l3,l4,arquivo
0,2873.306459615458,2900.6816574327827,462.7328763020352,1073.844841287505,1358.4219414427341,1580.0000005397096,1025.4717866979665,1192.8343800056632,102.28723920675486,76.09313940808737,80.25406362686579,89.74150039916701,Denezine_MP3710_Aj
1,295.5792137209096,300.4285100316314,80.16841988033589,114.39405814445992,1340.000132433015,1590.063187835171,1461.2794009043812,1098.9980219340473,94.7637991105924,72.12414735730734,78.07339581782266,94.01470256458381,Denezine_MP3710_Aj2
2,1352.1331004716565,1466.5467019327214,534.6148726150427,372.38325996108574,1340.0000000055763,1597.1397801423425,1471.5921962909897,1141.3534724800807,88.42191402712507,63.942541791072045,76.91458040058384,87.84262922390313,MP3710_Aj_Holo
3,3329.593803417891,4901.404958686253,1294.9432573598294,798.1549713929438,1340.0000000473847,1604.395936082269,1499.9873561750364,1200.7178932907989,69.59917283582577,27.0392698091648,82.18266508993031,79.59136692168506,MP3714_Gb_claro
4,990.0664252672912,1538.9137560873162,811.2774450347241,493.04166187985237,1340.0044464847508,1597.4164779684845,1449.2889926547994,1185.3966090619847,84.49635364916726,62.798787566856745,74.92869975880264,88.1889296479088,MP3723_Aj
5,2792.647598009962,3381.9237828112678,500.2797520064819,565.7299140838687,1340.0981251596027,1598.6973272284556,1473.6932375893764,1185.5432297133511,79.08658737857856,50.57881301259371,79.72892144819842,79.49113797963523,MP3728_Organic_matrix
