2031.8113	318
2030.2302	355
2028.6489	355
2027.0673	351
2025.4854	343
2023.9032	279
2022.3207	319
2020.7379	318
2019.153	329
2017.5696	332
2015.986	326
2014.402	313
2012.8177	298
2011.2333	327
2009.6484	296
2008.0634	312
2006.4762	344
2004.8905	300
2003.3046	311
2001.7183	299
2000.1317	329
1998.5431	353
1996.9559	309
1995.3685	296
1993.7809	311
1992.191	313
1990.6028	331
1989.0143	295
1987.4254	333
1985.8344	342
1984.245	355
1982.6553	305
1981.0634	318
1979.4731	283
1977.8826	351
1976.2898	305
1974.6986	348
1973.1072	298
1971.5135	332
1969.9215	316
1968.3292	373
1966.7347	320
1965.1418	336
1963.5468	311
1961.9532	317
1960.3577	335
1958.7635	328
1957.1692	285
1955.5728	343
1953.9778	308
1952.3806	322
1950.7852	299
1949.1875	284
1947.5913	323
1945.993	326
1944.3964	287
1942.7975	322
1941.2003	305
1939.6008	323
1938.0029	311
1936.403	339
1934.8026	346
1933.204	336
1931.603	319
1930.0037	340
1928.4022	333
1926.8004	321
1925.2002	323
1923.5979	336
1921.9971	310
1920.3942	353
1918.7909	298
1917.1892	340
1915.5854	328
1913.9813	330
1912.377	321
1910.774	329
1909.1691	345
1907.5637	330
1905.9601	311
1904.3541	343
1902.748	339
1901.1415	327
1899.5366	337
1897.9296	325
1896.3223	305
1894.7146	302
1893.1067	268
1891.5002	299
1889.8917	295
1888.283	320
1886.6738	305
1885.0643	329
1883.4547	348
1881.8466	336
1880.2362	327
1878.6256	326
1877.0148	310
1875.4036	316
1873.792	285
1872.1803	343
1870.5682	322
1868.9558	309
1867.3431	283
1865.7321	322
1864.1188	317
1862.5052	289
1860.8914	323
1859.2772	325
1857.6628	331
1856.0481	356
1854.433	329
1852.8176	317
1851.202	326
1849.5861	313
1847.9698	306
1846.3514	304
1844.7346	357
1843.1176	303
1841.5001	291
1839.8823	301
1838.2644	332
1836.6461	334
1835.0275	330
1833.4086	301
1831.7893	341
1830.168	333
1828.5481	331
1826.9281	317
1825.3076	337
1823.687	313
1822.0659	322
1820.4427	316
1818.8212	292
1817.1993	320
1815.5771	336
1813.9546	340
1812.33	304
1810.7069	308
1809.0835	323
1807.4598	313
1805.834	339
1804.2096	326
1802.5851	316
1800.9602	305
1799.3331	336
1797.7076	312
1796.0819	344
1794.4539	318
1792.8275	340
1791.2008	342
1789.5719	340
1787.9447	318
1786.3152	307
1784.6873	317
1783.0591	332
1781.4287	337
1779.7999	301
1778.1689	294
1776.5396	303
1774.9099	317
1773.2781	341
1771.6477	337
1770.0153	318
1768.3844	338
1766.7513	308
1765.1198	315
1763.4861	302
1761.854	353
1760.2197	318
1758.587	293
1756.9521	323
1755.3188	339
1753.6833	335
1752.0494	326
1750.4133	332
1748.7788	327
1747.1421	328
1745.505	290
1743.8696	312
1742.2319	351
1740.5959	318
1738.9578	326
1737.3192	339
1735.6823	315
1734.0431	321
1732.4037	343
1730.7659	304
1729.1257	327
1727.4855	339
1725.8467	374
1724.2057	329
1722.5645	351
1720.9248	311
1719.2828	337
1717.6407	343
1715.9982	325
1714.3573	294
1712.7142	356
1711.0708	313
1709.4271	339
1707.785	356
1706.1407	348
1704.4961	343
1702.8512	333
1701.2059	362
1699.5624	335
1697.9165	339
1696.2704	387
1694.6239	358
1692.9772	348
1691.3301	350
1689.6846	349
1688.037	304
1686.3889	348
1684.7407	368
1683.092	342
1681.4432	355
1679.7939	384
1678.1445	361
1676.4946	363
1674.8445	357
1673.1941	368
1671.5433	335
1669.8923	385
1668.241	388
1666.5894	367
1664.9374	371
1663.285	354
1661.6324	387
1659.9796	355
1658.3264	367
1656.6729	402
1655.019	391
1653.365	473
1651.7106	395
1650.0558	417
1648.4008	403
1646.7455	424
1645.0897	481
1643.4338	490
1641.7775	499
1640.119	527
1638.4622	518
1636.8049	555
1635.1475	576
1633.4896	554
1631.8314	660
1630.173	725
1628.5123	716
1626.8533	809
1625.194	870
1623.5343	867
1621.8743	986
1620.212	967
1618.5515	986
1616.8905	1131
1615.2294	1066
1613.5658	1092
1611.9041	1130
1610.2418	1157
1608.5795	1138
1606.9147	1188
1605.2516	1205
1603.5883	1197
1601.9226	1151
1600.2585	1101
1598.5942	1099
1596.9277	1069
1595.2627	971
1593.5975	965
1591.9299	928
1590.264	910
1588.5979	851
1586.9294	843
1585.2627	808
1583.5936	826
1581.9261	769
1580.2584	754
1578.5884	727
1576.92	731
1575.2494	738
1573.5804	661
1571.9092	648
1570.2395	638
1568.5676	632
1566.8975	628
1565.225	620
1563.5541	559
1561.881	586
1560.2095	622
1558.5356	574
1556.8635	562
1555.1892	584
1553.5165	581
1551.8414	578
1550.1681	516
1548.4924	551
1546.8164	541
1545.1422	504
1543.4656	584
1541.7906	569
1540.1134	509
1538.4359	521
1536.76	502
