2031.8113	3055.5
2030.2302	3097.5
2028.6489	3022.5
2027.0673	3049
2025.4854	3072.5
2023.9032	3135
2022.3207	3103.5
2020.7379	3081
2019.153	3036.5
2017.5696	3061
2015.986	3076
2014.402	3065
2012.8177	3077.5
2011.2333	3103.5
2009.6484	3110.5
2008.0634	3049
2006.4762	3088.5
2004.8905	3048.5
2003.3046	3061.5
2001.7183	3080.4434
2000.1317	3028
1998.5431	3060.5
1996.9559	3154.5
1995.3685	3069
1993.7809	3048.4434
1992.191	3032.5
1990.6028	3006.5
1989.0143	3041
1987.4254	3093.5
1985.8344	3103.5
1984.245	3079.5
1982.6553	3095
1981.0634	3026.5
1979.4731	3036
1977.8826	3018.5
1976.2898	2978
1974.6986	3072
1973.1072	3050.5
1971.5135	3078.5
1969.9215	3100
1968.3292	3049
1966.7347	3034.5
1965.1418	3050.5
1963.5468	3017
1961.9532	3089
1960.3577	3013.5
1958.7635	3028.5
1957.1692	3070.5
1955.5728	3082.5
1953.9778	3104.5
1952.3806	3029
1950.7852	3008.5
1949.1875	3048.5
1947.5913	3072
1945.993	3071
1944.3964	3037
1942.7975	3043.5
1941.2003	3015.5
1939.6008	3005.5
1938.0029	3053.5
1936.403	3044.5
1934.8026	3018
1933.204	3091
1931.603	3034
1930.0037	3037
1928.4022	2969.5
1926.8004	2970.5
1925.2002	3083.4434
1923.5979	3033.5
1921.9971	3022.5
1920.3942	3096.5
1918.7909	3073
1917.1892	3003
1915.5854	2973.4434
1913.9813	3020.5
1912.377	3030.5
1910.774	2998
1909.1691	3016.4434
1907.5637	3042
1905.9601	3049
1904.3541	3089.5
1902.748	3035.4434
1901.1415	3051.5
1899.5366	2940
1897.9296	2938
1896.3223	3024
1894.7146	3016.4434
1893.1067	3162.4434
1891.5002	3037
1889.8917	3000
1888.283	3004.4434
1886.6738	3023.5
1885.0643	2964.5
1883.4547	3072
1881.8466	2981
1880.2362	2985.5
1878.6256	2933.5
1877.0148	3020
1875.4036	3006
1873.792	3001
1872.1803	2896.5
1870.5682	2982.5
1868.9558	3011
1867.3431	2962
1865.7321	3003
1864.1188	2956.5
1862.5052	2997
1860.8914	2990.5
1859.2772	3017.5
1857.6628	2912
1856.0481	2996
1854.433	2956.5
1852.8176	2984.5
1851.202	3081
1849.5861	2937.4434
