2031.8113	1039.4761
2030.2302	994.5
2028.6489	1039.5199
2027.0673	1017.5199
2025.4854	1045
2023.9032	1045.5
2022.3207	1052.0199
2020.7379	1016.4761
2019.153	1074.5
2017.5696	1046.5
2015.986	1034.4761
2014.402	1075.5
2012.8177	1023.4761
2011.2333	1039.4761
2009.6484	1044
2008.0634	1069.496
2006.4762	1037
2004.8905	1082.5
2003.3046	1031.5199
2001.7183	1017.496
2000.1317	1031
1998.5431	1037.5199
1996.9559	1038
1995.3685	1037.5
1993.7809	1021.5
1992.191	1040.5199
1990.6028	1049
1989.0143	1058
1987.4254	1026.0199
1985.8344	987
1984.245	1020.996
1982.6553	1015
1981.0634	1012.0199
1979.4731	1043.4761
1977.8826	1034.4761
1976.2898	1047
1974.6986	1033
1973.1072	1020
1971.5135	1034.0199
1969.9215	1055.4761
1968.3292	1054.5199
1966.7347	1015.5
1965.1418	1008.5
1963.5468	1018
1961.9532	976
1960.3577	1040
1958.7635	1047.4761
1957.1692	1021.4761
1955.5728	1035.5
1953.9778	1052
1952.3806	1037
1950.7852	1008.4761
1949.1875	1026.5
1947.5913	1062.4761
1945.993	1051.4761
1944.3964	945.47614
1942.7975	1014.5199
1941.2003	1029.996
1939.6008	1065.5
1938.0029	1023.4761
1936.403	1040.4761
1934.8026	1049
1933.204	1005.5
1931.603	1055.5
1930.0037	1023.5199
1928.4022	1007.5199
1926.8004	997
1925.2002	1055
1923.5979	1019.4761
1921.9971	1001.4761
1920.3942	1040.4761
1918.7909	1036
1917.1892	1048.4761
1915.5854	1035
1913.9813	1028.5
1912.377	1004.5199
1910.774	1029.4761
1909.1691	989.5
1907.5637	1070
1905.9601	1045.5199
1904.3541	1060
1902.748	1030
1901.1415	1050.5
1899.5366	1015.5
1897.9296	1035.5
1896.3223	1041.5
1894.7146	998.5
1893.1067	1045.4761
1891.5002	1037.4761
1889.8917	1037
1888.283	1004.5
1886.6738	1001
1885.0643	1009.4761
1883.4547	1010.4761
1881.8466	1033.0199
1880.2362	1010.5
1878.6256	1056
1877.0148	990.47614
1875.4036	980.5
1873.792	1037.996
1872.1803	1033.4761
1870.5682	1024
1868.9558	1047.0199
1867.3431	982
1865.7321	1028
1864.1188	1022
1862.5052	1046
1860.8914	1007
1859.2772	1036
1857.6628	1029.4761
1856.0481	1032.5199
1854.433	1052.5
1852.8176	984.47614
1851.202	1036.4761
1849.5861	1051.5
1847.9698	1012
1846.3514	993.0199
1844.7346	1002.4761
1843.1176	1064.5
1841.5001	1020
1839.8823	1028
1838.2644	1027.5199
1836.6461	1053
1835.0275	1007
1833.4086	1036.5
1831.7893	1039.5199
1830.168	1080.0199
1828.5481	1015.4761
1826.9281	1040.0199
1825.3076	1051.5
1823.687	999.5
