2031.8113	6520.6992
2030.2302	6562.5
2028.6489	6410
2027.0673	6578
2025.4854	6373.5742
2023.9032	6447.5
2022.3207	6477.5
2020.7379	6535.5
2019.153	6509.5
2017.5696	6560
2015.986	6472.5742
2014.402	6546
2012.8177	6480.5742
2011.2333	6464
2009.6484	6564.1992
2008.0634	6580
2006.4762	6432
2004.8905	6456.5742
2003.3046	6347.5
2001.7183	6466.5742
2000.1317	6375
1998.5431	6429.5
1996.9559	6445.5742
1995.3685	6478.5
1993.7809	6405
1992.191	6427
1990.6028	6477.5
1989.0143	6363
1987.4254	6591.1992
1985.8344	6550
1984.245	6425.5
1982.6553	6401
1981.0634	6146.5742
1979.4731	6293.1992
1977.8826	6342.5742
1976.2898	6360.1992
1974.6986	6353.5742
1973.1072	6344
1971.5135	6381.6992
1969.9215	6432.1992
1968.3292	6423.5
1966.7347	6463.5
1965.1418	6531
1963.5468	6433.5
1961.9532	6489.5
1960.3577	6407
1958.7635	6379.5
1957.1692	6309.5742
1955.5728	6326.5
1953.9778	6396
1952.3806	6386.5742
1950.7852	6394
1949.1875	6398.5
1947.5913	6397
1945.993	6316.5
1944.3964	6313
1942.7975	6370
1941.2003	6388
1939.6008	6290.5742
1938.0029	6405.5742
1936.403	6317.5742
1934.8026	6331.5
1933.204	6341.5742
1931.603	6315.5
1930.0037	6360
1928.4022	6321
1926.8004	6322.1992
1925.2002	6292.5
1923.5979	6363.5742
1921.9971	6267
1920.3942	6322
1918.7909	6331.6992
1917.1892	6310.5742
1915.5854	6248
1913.9813	6346.1992
1912.377	6352.2729
1910.774	6245.5742
1909.1691	6326.1992
1907.5637	6209.5
1905.9601	6261.5742
1904.3541	6273.5
1902.748	6239
1901.1415	6435
1899.5366	6296
1897.9296	6266.5742
1896.3223	6305
1894.7146	6314.6992
1893.1067	6257.1992
1891.5002	6318
1889.8917	6199.5
1888.283	6308
1886.6738	6301
1885.0643	6211.5742
1883.4547	6298.5
1881.8466	6330
1880.2362	6380.7729
1878.6256	6208.5
1877.0148	6182.5742
1875.4036	6297
1873.792	6275.5742
1872.1803	6257.6992
1870.5682	6177.5742
1868.9558	6143.5742
1867.3431	6152.5
1865.7321	6236.5742
1864.1188	6152
1862.5052	6244
1860.8914	6196.5
1859.2772	6298
1857.6628	6253
1856.0481	6256.1992
1854.433	6235.5742
1852.8176	6119.5742
1851.202	6196.5742
1849.5861	6244
1847.9698	6148.5
1846.3514	6181.5742
1844.7346	6229.5
1843.1176	6168.5
1841.5001	6104.5742
1839.8823	6209.5742
1838.2644	6166.6992
1836.6461	6149.5
1835.0275	6245.5742
1833.4086	6127.5742
1831.7893	6153
1830.168	6017
1828.5481	6102.5742
1826.9281	6107
1825.3076	6131
1823.687	6194.1992
1822.0659	6094.5
1820.4427	6029.1992
1818.8212	6107.5742
1817.1993	6187.5
1815.5771	6066.5
1813.9546	6140.5
1812.33	5984.5742
1810.7069	6158
1809.0835	6108
1807.4598	6117
